link,courseid,coursename,Coursetitle,lessonID,lessonname,Corresponding folder name,Corresponding file name in the folder
https://www.michaelmanagement.com/files/training/CON101/con101_03/imsmanifest.xml,221,CON101,Introduction to SAP Configuration,con101_03,Project Administration - Project Details,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
https://www.michaelmanagement.com/files/training/CON101/con101_05/imsmanifest.xml,221,CON101,Introduction to SAP Configuration,con101_05,Working with the IMG,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
https://www.michaelmanagement.com/files/training/CON101/con101_01/imsmanifest.xml,221,CON101,Introduction to SAP Configuration,con101_01,Configuration / Implementation Guide overview,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
https://www.michaelmanagement.com/files/training/CON101/con101_04/imsmanifest.xml,221,CON101,Introduction to SAP Configuration,con101_04,Project Administration - Project Views,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
https://www.michaelmanagement.com/files/training/CON101/con101_06/imsmanifest.xml,221,CON101,Introduction to SAP Configuration,con101_06,Project Analysis,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
https://www.michaelmanagement.com/files/training/CONFI101/confi101_01/imsmanifest.xml,224,CONFI101,SAP Enterprise Structure Configuration,confi101_01,Define Company,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
https://www.michaelmanagement.com/files/training/FIOV101/fiov101_03/imsmanifest.xml,227,FIOV101,SAP Financial Accounting Overview,fiov101_03,Accounts Receivable,FIOV101-HTML5.zip,
https://www.michaelmanagement.com/files/training/FIOV101/fiov101_05/imsmanifest.xml,227,FIOV101,SAP Financial Accounting Overview,fiov101_05,Asset Accounting,FIOV101-HTML5.zip,
https://www.michaelmanagement.com/files/training/FIOV101/fiov101_01/imsmanifest.xml,227,FIOV101,SAP Financial Accounting Overview,fiov101_01,Financial Accounting Overview,FIOV101-HTML5.zip,
https://www.michaelmanagement.com/files/training/FIOV101/fiov101_02/imsmanifest.xml,227,FIOV101,SAP Financial Accounting Overview,fiov101_02,General Ledger Accounting,FIOV101-HTML5.zip,
https://www.michaelmanagement.com/files/training/FIOV101/fiov101_04/imsmanifest.xml,227,FIOV101,SAP Financial Accounting Overview,fiov101_04,Accounts Payable,FIOV101-HTML5.zip,
https://www.michaelmanagement.com/files/training/CONFI104/confi104_04/imsmanifest.xml,229,CONFI104,SAP FI-AP/AR Configuration I,confi104_04,Change message control,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
https://www.michaelmanagement.com/files/training/PM102/pm102_04/imsmanifest.xml,237,PM102,Intermediate SAP Plant Maintenance,pm102_04,Create Warranty,PM102_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP115/sap115_08/imsmanifest.xml,239,SAP115,Intermediate SAP Reporting Skills,sap115_08,Running reports in Background,SAP115_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP115/sap115_01/imsmanifest.xml,239,SAP115,Intermediate SAP Reporting Skills,sap115_01,Working with Layouts,SAP115_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP115/sap115_03/imsmanifest.xml,239,SAP115,Intermediate SAP Reporting Skills,sap115_03,Downloading SAP Reports,SAP115_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP115/sap115_04/imsmanifest.xml,239,SAP115,Intermediate SAP Reporting Skills,sap115_04,Printing (to spool),SAP115_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP115/sap115_05/imsmanifest.xml,239,SAP115,Intermediate SAP Reporting Skills,sap115_05,Emailing/sharing reports,SAP115_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP115/sap115_02/imsmanifest.xml,239,SAP115,Intermediate SAP Reporting Skills,sap115_02,Drill-down,SAP115_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP115/sap115_06/imsmanifest.xml,239,SAP115,Intermediate SAP Reporting Skills,sap115_06,PDF conversion,SAP115_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP115/sap115_07/imsmanifest.xml,239,SAP115,Intermediate SAP Reporting Skills,sap115_07,Data Browser,SAP115_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP110/sap110_02/imsmanifest.xml,240,SAP110,Basic SAP Reporting Skills,sap110_02,Advanced & Dynamic selections,SAP110_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP110/sap110_04/imsmanifest.xml,240,SAP110,Basic SAP Reporting Skills,sap110_04,Sorting,SAP110_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP110/sap110_07/imsmanifest.xml,240,SAP110,Basic SAP Reporting Skills,sap110_07,Printing (directly),SAP110_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP110/sap110_01/imsmanifest.xml,240,SAP110,Basic SAP Reporting Skills,sap110_01,Basic selection criteria,SAP110_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP110/sap110_03/imsmanifest.xml,240,SAP110,Basic SAP Reporting Skills,sap110_03,Reporting variants,SAP110_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP110/sap110_05/imsmanifest.xml,240,SAP110,Basic SAP Reporting Skills,sap110_05,Subtotals,SAP110_HTML5.zip,
https://www.michaelmanagement.com/files/training/SAP110/sap110_06/imsmanifest.xml,240,SAP110,Basic SAP Reporting Skills,sap110_06,Filtering,SAP110_HTML5.zip,
https://www.michaelmanagement.com/files/training/HR100/hr100_01/imsmanifest.xml,242,HR100,SAP Human Resources Overview,hr100_01,Personnel Management Overview,HR100_HTML5.zip,
https://www.michaelmanagement.com/files/training/HR100/hr100_02/imsmanifest.xml,242,HR100,SAP Human Resources Overview,hr100_02,Organizational Management,HR100_HTML5.zip,
https://www.michaelmanagement.com/files/training/HR100/hr100_03/imsmanifest.xml,242,HR100,SAP Human Resources Overview,hr100_03,Recruitment,HR100_HTML5.zip,
https://www.michaelmanagement.com/files/training/HR100/hr100_04/imsmanifest.xml,242,HR100,SAP Human Resources Overview,hr100_04,Personnel Administration,HR100_HTML5.zip,
https://www.michaelmanagement.com/files/training/HR100/hr100_05/imsmanifest.xml,242,HR100,SAP Human Resources Overview,hr100_05,Additional HR-PA Components,HR100_HTML5.zip,
https://www.michaelmanagement.com/files/training/HR100/hr100_06/imsmanifest.xml,242,HR100,SAP Human Resources Overview,hr100_06,Reporting,HR100_HTML5.zip,
https://www.michaelmanagement.com/files/training/HR100/hr100_07/imsmanifest.xml,242,HR100,SAP Human Resources Overview,hr100_07,Authorizations,HR100_HTML5.zip,
https://www.michaelmanagement.com/files/training/FIAA105/fiaa105_06/imsmanifest.xml,255,FIAA105,SAP Assets under Construction,fiaa105_06,Settlement,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
https://www.michaelmanagement.com/files/training/MM110/mm110_01/imsmanifest.xml,284,MM110,SAP Material Master Data,mm110_01,Create material master record,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
https://www.michaelmanagement.com/files/training/MM110/mm110_02/imsmanifest.xml,284,MM110,SAP Material Master Data,mm110_02,Extend material master record,Found the HTML5  zip in the recent folder shared. Nesoi is downloading them currently.,
